71027,0,2.0
11677,2,2.0
24941,4,2.0
52681,13,2.0
86167,4,2.0
63592,4,2.0
63592,15,2.0
63592,16,2.0
63592,17,2.0
9866,25,2.0
1392,4,2.0
1392,27,2.0
65225,14,2.0
65225,28,2.0
66689,30,2.0
27237,14,2.0
74245,32,1.0
63408,14,2.0
85046,4,2.0
2908,13,2.0
4666,13,2.0
49759,33,2.0
59569,4,2.0
59569,10,2.0
59569,8,2.0
59569,6,2.0
49522,34,2.0
21020,35,2.0
23105,36,2.0
83716,37,2.0
83716,20,2.0
83716,35,2.0
83716,4,2.0
83716,38,2.0
83716,11,2.0
83716,39,2.0
83716,40,2.0
18031,26,2.0
22478,40,2.0
22478,4,2.0
22478,41,2.0
89456,40,2.0
89458,18,2.0
89458,41,2.0
37057,40,2.0
8238,32,2.0
45532,42,2.0
73771,14,2.0
7931,1,2.0
7931,18,2.0
7931,14,2.0
57447,31,2.0
57447,44,2.0
7931,41,2.0
37057,4,2.0
102,19,2.0
102,15,2.0
102,40,2.0
4846,19,2.0
953,54,2.0
59969,4,2.0
186,4,2.0
821,55,2.0
6880,38,2.0
6880,13,2.0
6880,54,2.0
49759,4,2.0
49759,40,2.0
13894,40,2.0
68585,13,2.0
68585,44,2.0
68585,1,2.0
68585,59,2.0
68585,8,2.0
68585,31,2.0
20156,13,2.0
68585,36,2.0
20156,33,2.0
20156,15,2.0
20156,61,2.0
16411,0,2.0
18531,14,2.0
89612,19,2.0
74253,58,2.0
69138,14,2.0
69138,18,2.0
69138,29,2.0
69138,33,2.0
69138,3,2.0
69138,56,2.0
69138,46,2.0
69138,17,2.0
69138,19,2.0
69138,41,2.0
69138,36,2.0
69138,63,2.0
69138,50,2.0
69138,31,2.0
69138,40,2.0
11101,40,2.0
11101,64,2.0
12792,20,2.0
27854,63,2.0
12218,15,2.0
12218,29,2.0
2414,16,2.0
84005,65,2.0
65221,14,2.0
213,10,2.0
65030,37,2.0
213,25,2.0
2737,32,2.0
1596,41,2.0
30181,21,2.0
72680,66,2.0
4330,59,2.0
57094,67,2.0
89635,32,2.0
4916,70,2.0
4916,51,2.0
89737,29,2.0
89737,49,2.0
89737,71,2.0
89737,23,2.0
89737,24,2.0
89737,72,2.0
89737,22,2.0
50851,55,2.0
85278,19,2.0
85278,73,2.0
85278,24,2.0
85278,8,2.0
85278,44,2.0
85278,53,2.0
85278,57,2.0
85278,25,2.0
5232,63,2.0
77667,37,2.0
65881,19,2.0
63181,37,2.0
18288,33,2.0
89783,10,2.0
89685,13,2.0
89685,25,2.0
73069,73,2.0
4425,65,1.0
4425,24,1.0
4425,73,1.0
4425,39,1.0
4425,32,1.0
4425,76,1.0
89631,46,2.0
89798,14,2.0
89798,7,2.0
89798,9,2.0
87409,13,2.0
87409,25,2.0
2694,22,2.0
2694,26,2.0
63592,40,2.0
14209,62,2.0
14209,19,2.0
14209,5,2.0
14209,4,2.0
14209,24,2.0
14209,33,2.0
14209,59,2.0
13056,14,2.0
24683,57,2.0
357,14,2.0
89649,63,2.0
89649,29,2.0
89836,32,2.0
89836,33,2.0
78928,40,2.0
57279,32,2.0
27883,80,2.0
6327,40,2.0
2376,27,2.0
2376,37,2.0
2376,41,2.0
89522,81,2.0
89462,38,2.0
59297,4,2.0
65825,18,2.0
73131,52,2.0
66127,40,2.0
59297,37,2.0
7472,40,2.0
12371,40,2.0
41849,52,2.0
41849,8,2.0
41849,67,2.0
41849,76,2.0
41849,62,2.0
41849,20,2.0
41849,7,2.0
41849,16,2.0
41849,6,2.0
41849,35,2.0
89922,51,2.0
44453,19,2.0
68020,15,2.0
46355,14,3.0
89959,21,2.0
89959,81,2.0
89959,28,2.0
6386,18,2.0
89932,46,2.0
64188,14,2.0
64188,18,2.0
64188,85,2.0
29707,29,2.0
29707,40,2.0
29707,28,2.0
29707,33,2.0
73484,41,2.0
81615,52,2.0
90003,55,2.0
90003,3,2.0
90003,46,2.0
90003,34,2.0
90003,18,2.0
90003,17,2.0
90003,14,2.0
38078,39,2.0
90003,63,2.0
89978,17,2.0
89978,72,2.0
90023,22,2.0
90040,40,2.0
2631,34,2.0
2631,63,2.0
1596,84,2.0
28825,4,2.0
37877,31,2.0
37877,37,2.0
56990,69,2.0
56990,75,2.0
56990,59,2.0
51150,31,2.0
56990,13,2.0
51150,11,2.0
51150,32,2.0
