71027,0,2.0
71027,4,2.0
71027,40,2.0
71027,109,1.0
71027,111,1.0
71027,993,1.0
25845,110,2.0
193,994,1.0
11677,1,1.0
11677,2,2.0
11677,112,1.0
11677,995,1.0
66270,3,2.0
66270,5,2.0
24941,3,1.0
7428,3,2.0
7428,6,2.0
7428,7,2.0
7428,8,2.0
7428,9,1.0
7428,10,2.0
7428,19,1.0
7428,20,1.0
7428,59,1.0
7428,75,1.0
7428,113,2.0
7428,114,2.0
7428,115,2.0
7428,116,2.0
7428,128,2.0
7428,151,2.0
7428,278,2.0
7428,303,1.0
7428,355,2.0
7428,996,2.0
7428,1020,2.0
7428,1383,2.0
6861,11,2.0
6861,1813,1.0
6861,1814,2.0
6861,1815,1.0
25166,3,2.0
25166,117,2.0
52681,12,2.0
52681,13,1.0
52681,28,1.0
52681,111,2.0
52681,159,1.0
52681,273,2.0
52681,274,1.0
52681,311,2.0
52681,852,1.0
52681,1102,1.0
52681,1123,1.0
52681,1124,1.0
52681,1125,1.0
52681,1126,1.0
52681,1127,1.0
52681,1128,1.0
52681,1129,1.0
52681,1130,1.0
52681,1131,1.0
52681,1132,1.0
52681,1244,1.0
52681,1245,1.0
62958,3,2.0
62958,36,1.0
62958,39,1.0
62958,64,1.0
62958,84,1.0
62958,612,2.0
62958,859,1.0
62958,997,2.0
62958,998,2.0
62958,999,2.0
62958,1000,2.0
62958,1493,1.0
62958,1494,2.0
62958,1495,2.0
62958,1496,1.0
86167,3,1.0
63895,15,2.0
63895,118,1.0
63895,565,2.0
63592,3,1.0
63592,14,1.0
63592,15,2.0
63592,16,1.0
63592,17,1.0
63592,24,2.0
63592,38,1.0
63592,40,1.0
63592,44,1.0
63592,1001,1.0
63592,1484,1.0
63592,1485,1.0
88168,11,1.0
88168,14,2.0
88168,16,2.0
88168,18,2.0
88168,19,2.0
88168,20,2.0
88168,21,2.0
88168,22,2.0
88168,23,2.0
88168,24,2.0
88168,44,1.0
88168,73,1.0
88168,81,1.0
88168,119,2.0
88168,120,2.0
88168,167,1.0
88168,640,1.0
88168,1002,2.0
88168,1003,2.0
88168,1536,2.0
9866,18,1.0
9866,25,2.0
9866,26,1.0
9866,40,1.0
1792,19,2.0
1392,3,1.0
1392,27,1.0
1392,282,1.0
1392,283,2.0
1392,284,1.0
1392,1141,2.0
65225,15,1.0
65225,19,2.0
65225,28,1.0
65225,118,2.0
65225,121,1.0
65225,122,1.0
54839,13,2.0
54839,29,2.0
54839,123,2.0
54839,1026,2.0
6311,124,2.0
74245,32,3.0
74245,125,2.0
74245,440,2.0
66689,30,1.0
50495,31,2.0
27237,15,1.0
6771,15,1.0
6771,17,2.0
6771,29,2.0
52448,126,1.0
52448,148,2.0
52448,149,1.0
52448,155,2.0
52448,156,2.0
52448,157,1.0
52448,158,1.0
52448,414,2.0
52448,415,2.0
52448,416,2.0
52448,417,1.0
52448,1006,1.0
52448,1007,1.0
52448,1008,1.0
52448,1229,1.0
52448,1296,1.0
52448,1298,2.0
52448,1490,1.0
52448,1491,2.0
69289,127,1.0
69289,1004,1.0
69289,1133,1.0
85046,3,1.0
85046,26,2.0
85046,85,1.0
63408,15,2.0
63408,118,1.0
63408,122,1.0
2908,13,1.0
3038,3,2.0
3038,129,2.0
